1916,22,20,14,19,24,34,34,31,19
1934,37,45,46,45,43,47,45,45,39
1952,21,22,20,16,17,16,13,13,8
1970,67,61,65,63,68,74,74,76,74
1988,6,5,11,12,12,10,14,24,31
2006,24,43,48,51,54,56,61,67,71
2024,24,30,34,34,30,24,24,16,21
2042,27,31,34,37,37,40,45,34,29
2060,31,40,44,40,37,35,33,29,25
2078,34,34,34,40,40,41,37,33,35
2096,50,56,57,53,44,44,46,46,39
2114,27,33,33,24,19,17,13,14,22
2132,24,28,29,25,26,23,29,25,30
2150,12,26,37,51,52,55,51,49,45
2168,19,17,23,31,26,24,24,19,26
2186,31,45,58,55,39,27,24,33,35
2204,73,69,60,65,74,85,89,83,68
2222,20,18,16,12,11,11,15,10,5
2240,54,49,46,41,37,34,25,26,32
2258,14,10,10,7,4,4,8,4,5
2276,34,27,21,25,22,23,29,31,34
2294,63,49,33,24,15,14,18,18,17
2312,39,28,24,21,24,21,21,22,28
2330,79,79,70,62,60,54,52,47,49
2348,19,19,17,13,13,14,14,12,6
2366,37,43,51,45,45,45,54,53,52
2384,3,3,4,8,20,19,24,21,23
2402,4,3,2,7,4,9,14,15,7
2420,14,22,15,19,15,21,18,18,20
2438,24,24,23,25,29,29,36,34,33
2456,0,25,65,62,54,39,33,46,65
2474,39,45,60,72,65,57,57,76,95
2492,25,24,17,22,23,21,16,24,24
2510,40,36,30,25,32,34,46,51,58
2528,56,52,45,55,56,65,76,87,82
2546,4,4,4,4,2,1,4,4,16
2564,15,16,27,32,36,31,33,0,48
2582,56,52,36,30,23,25,26,29,32
2600,45,45,47,43,49,51,50,37,33
2618,12,5,13,4,3,1,4,8,12
2636,49,58,70,54,34,21,17,24,32
2654,65,60,55,55,53,58,47,53,43
2672,32,28,32,32,31,39,38,38,32
2690,28,29,18,20,28,30,19,18,16
2708,67,65,50,36,0,44,50,52,45
2726,16,10,8,20,36,49,45,45,34
2744,73,64,60,65,66,55,50,51,57
2762,7,15,12,14,4,7,13,18,23
2780,34,29,27,17,15,11,12,14,11
2798,89,68,50,41,44,47,54,57,64
2816,24,22,24,22,21,16,14,11,13
2834,18,14,14,16,17,11,10,12,24
2852,37,40,43,37,42,45,51,45,45
2870,39,35,40,49,49,35,24,21,24
2888,8,12,7,5,4,5,11,11,13
2906,41,60,75,85,78,78,86,102,109
2924,14,17,23,85,83,93,57,73,56
2942,35,41,0,73,72,55,48,36,34
2960,51,47,48,40,41,40,44,40,38
2978,75,78,76,57,43,34,34,34,32
2996,50,49,51,54,55,63,60,36,45
3014,51,45,40,53,51,64,56,54,55
3032,25,20,19,12,10,10,14,14,14
3050,17,23,28,39,42,35,30,25,24
3068,11,10,14,14,15,16,15,23,31
3086,14,16,14,14,10,6,13,22,30
3104,65,62,67,59,63,46,35,29,24
3122,50,49,52,57,52,39,43,43,42
3140,41,47,43,37,45,67,95,95,98
3158,21,27,39,41,41,45,45,51,52
3176,28,24,20,19,21,14,15,11,18
3194,39,34,34,44,49,47,42,34,27
3212,43,44,43,37,43,47,58,0,69
3230,20,24,33,32,34,34,34,26,28
3248,26,19,13,15,17,21,17,15,15
3266,80,72,71,79,82,70,53,34,29
3284,45,34,24,26,14,12,12,13,20
3302,43,57,61,68,68,78,79,54,39
3320,34,52,55,54,42,34,21,14,9
3338,30,34,38,44,46,0,45,45,39
3356,32,39,34,42,34,41,37,41,35
3374,28,26,30,36,38,44,41,49,46
3392,64,59,51,44,46,57,75,79,80
3410,71,75,73,61,59,62,65,59,57
3428,20,14,17,17,19,21,18,12,6
3446,25,24,14,6,14,14,19,19,22
3464,29,22,36,34,39,23,27,21,18
3482,56,63,62,51,44,42,42,42,33
3500,13,13,11,14,26,32,29,24,26
3518,26,19,19,14,20,21,19,14,14
3536,15,12,14,5,5,7,10,14,12
3554,29,20,24,20,22,14,15,10,14
3572,38,40,35,38,39,41,36,32,23
3590,10,5,4,10,11,15,11,8,11
3608,17,10,12,9,14,9,13,7,10
3626,40,38,34,27,24,18,16,24,24
3644,55,52,48,14,77,77,76,0,24
3662,42,48,43,55,61,72,68,69,72
3680,32,39,38,43,41,40,31,24,-3
3698,41,39,41,33,36,26,24,24,18
3716,21,11,3,7,-3,8,22,39,65
3734,14,19,27,37,34,45,42,47,48
3752,14,18,24,28,33,33,22,21,20
3770,25,22,20,21,21,19,21,23,28
3788,41,43,37,34,34,43,45,40,45
3806,31,31,40,55,55,45,34,27,34
3824,41,48,58,65,65,50,40,34,32
3842,36,36,36,36,36,36,36,36,0
3860,17,15,24,28,34,23,12,3,12
3878,21,14,16,14,11,11,5,2,2
3896,54,50,52,45,50,53,64,59,52
3914,16,12,8,11,9,16,14,14,7
3932,45,47,46,43,43,34,33,34,34
3950,94,88,99,105,105,102,91,99,96
3968,74,68,63,67,74,63,51,45,49
3986,28,33,34,29,24,20,23,20,19
4004,49,51,45,50,50,52,49,42,38
4022,69,66,66,69,77,85,85,89,90
4040,28,25,34,34,33,30,23,28,29
4058,32,20,15,14,15,17,21,28,20
4076,11,12,12,14,24,28,21,15,12
4094,50,39,32,26,35,34,38,34,46
4112,12,15,16,23,29,34,37,42,37
4130,32,24,33,38,36,27,16,25,30
4148,38,30,20,7,5,11,15,17,9
4166,39,42,34,29,24,25,29,33,33
4184,15,11,5,6,6,5,8,11,0
4202,22,24,24,23,21,21,20,24,30
4220,40,36,41,41,43,35,41,46,60
4238,46,36,34,33,27,25,20,21,21
4256,24,35,38,35,25,20,15,13,14
4274,8,14,7,9,5,9,8,10,12
4292,19,20,28,27,18,16,20,24,16
4310,29,27,22,21,22,15,15,22,33
4328,45,45,45,54,58,59,41,31,22
4346,55,56,58,61,64,68,75,77,75
4364,35,28,24,24,30,34,36,37,37
4382,47,64,68,0,63,62,42,40,29
4400,46,47,44,45,40,43,37,48,55
4418,73,75,74,75,65,65,49,45,35
4436,24,26,30,27,34,31,38,36,45
4454,41,32,34,38,46,46,38,38,44
4472,5,8,10,14,17,23,26,25,22
4490,12,6,10,15,19,19,17,9,4
4508,21,8,6,2,10,12,14,11,14
4526,38,43,40,36,33,31,34,29,36
4544,11,12,14,14,23,21,22,13,14
4562,32,26,20,8,15,22,31,28,28
4580,13,14,19,24,21,19,25,25,21
4598,9,14,14,14,9,12,20,30,34
4616,39,45,43,45,33,38,40,43,40
4634,1,3,6,3,5,1,6,1,6
4652,69,71,61,55,47,43,39,32,29
4670,27,24,25,28,24,29,27,35,39
