id,value
id_196,13.712699483360362
id_197,19.92186687865522
id_198,29.164964043558275
id_199,16.210433033630174
id_200,16.10163009894466
id_201,24.23319784345938
id_202,40.33624609273653
id_203,59.16530940493293
id_204,18.073101888776613
id_205,25.101553273722452
id_206,36.70372136779518
id_207,41.18473364669049
id_208,27.17289317908456
id_209,26.573583880488734
id_210,38.179343115861606
id_211,41.273104184212954
id_212,42.859982520464065
id_213,16.23521795688622
id_214,24.245115472485395
id_215,11.205063553637606
id_216,44.827880300265434
id_217,12.920007475604393
id_218,35.44957586809425
id_219,80.64123798612086
id_220,50.351401408461854
id_221,24.003601508124724
id_222,39.6738203944471
id_223,70.05691730184891
id_224,30.334381475386103
id_225,18.874356774471906
id_226,20.238951821619743
id_227,37.25241167764562
id_228,33.55457939343222
id_229,31.415712706961074
id_230,10.428499653381085
id_231,29.26715797412867
id_232,8.409441882222511
id_233,27.918083034499446
id_234,47.95373631450627
id_235,23.685905387143766
id_236,22.94544986566497
id_237,15.496470989330268
id_238,20.69103925345633
id_239,28.88926702259274
id_240,34.412007798476594
id_241,60.54364189118674
id_242,32.07952148285823
id_243,32.39178024632104
id_244,44.03103674537296
id_245,41.739725104460405
id_246,38.987844174842934
id_247,40.23119918268198
id_248,23.63585109129889
id_249,15.204735121452979
id_250,15.404428454122378
id_251,34.5473106638614
id_252,21.510101615677197
id_253,23.093833861608715
id_254,24.513955613121738
id_255,26.814517550075852
id_256,36.29501865930058
id_257,13.090003574203463
id_258,33.69809456773284
id_259,32.34501063513719
